article,catégorie,label_id
"Festival de Cannes 2025 : Denzel Washington reçoit une Palme d’or d’honneur surprise pour l’ensemble de sa carrière

Le secret avait été bien gardé : juste avant la projection hors compétition de Highest 2 Lowest de Spike Lee, l’acteur Denzel Washington s’est vu remettre une Palme d’or d’honneur pour l’ensemble de sa carrière par le réalisateur américain et les dirigeants du festival, Iris Knobloch et Thierry Frémaux.
Sur les marches, l’équipe du film avait auparavant assuré le spectacle avec Spike Lee en costume rayé, lunettes rondes et chapeau orange et bleu, et la star du rap A$AP Rocky, le mari de Rihanna à la ville – porteur d’un « grillz » (prothèse dentaire) doré.
Denzel Washington effectuait un voyage éclair à Cannes, entre deux représentations à Broadway, alors qu’il joue Othello à New York. Le directeur du Festival de Cannes, Thierry Frémaux, a remis la Palme d’or à M. Washington avant la projection du film lundi soir. « C’est mon frère, juste ici » , a déclaré le réalisateur du film, Spike Lee, qui a également remis le prix à Denzel Washington. « C’est une surprise totale pour moi » , a répondu l’acteur.
Le Festival remet généralement une ou deux Palmes d’honneur à chaque édition – en 2024, les lauréats étaient le Studio Ghibli et George Lucas. La semaine dernière, Robert De Niro a reçu une Palme lors de la soirée d’ouverture du Festival. La récompense de De Niro avait été annoncée à l’avance, mais les prix surprises ne sont pas rares : en 2022, Tom Cruise avait reçu une Palme d’or d’honneur surprise juste avant la projection de Top Gun : Maverick .
Alors que les séances photos du Festival ont généralement lieu le lendemain de la première d’un film, Cannes en a organisé une pour Highest 2 Lowest plus tôt dans la journée de lundi, afin que Denzel Washington puisse y assister. L’acteur, qui posait avec Spike Lee et son partenaire A$AP Rocky, ne semblait pas affecté par le décalage horaire et devait rentrer à New York immédiatement après la projection.
Highest 2 Lowest , remake du film High and Low (1963) d’Akira Kurosawa, sortira en salle chez A24 le 22 août aux Etats-Unis, avant d’être diffusé en streaming sur Apple TV+ à partir du 5 septembre.",culture,0
"Eurovision 2025 : l’Autriche remporte le concours, Louane termine à la septième place pour la France

Il y avait de l’enthousiasme et de l’espoir, mais le concours Eurovision de la chanson s’est terminé par une déception pour la chanteuse française Louane, qui a fini à la septième place, samedi 17 mai, à Bâle, en Suisse.
C’est JJ, alias Johannes Pietsch, contre-ténor de 24 ans, qui s’est imposé, offrant un nouveau triomphe à l’Autriche – le troisième de l’histoire –, onze ans après celui de Conchita Wurst .
La scénographie d’un naufrage baigné dans un noir et blanc digne des studios Harcourt a fait sensation. Avec Wasted love , qui propulse des aigus de soprano entre deux refrains de ballade avant de culminer en envolée techno, le pays alpin aura fait un choix risqué mais payant : la chanson a obtenu 436 points, devançant celle l’Israélienne Yuval Raphael (357 points) et de l’Estonien Tommy Cash (356 points).
« Cela dépasse mes rêves les plus fous » , a dit le vainqueur, le trophée à la main, lui qui a grandi à Dubaï avant de faire ses gammes avec des petits rôles à l’Opéra de Vienne. L’Autriche, qui célèbre cette année le 200 e anniversaire de la naissance du roi de la valse Strauss fils, était fière d’envoyer à Bâle un contre-ténor qui rappelle la place de la musique classique à Vienne.
« Cela surprend les gens qu’un homme puisse chanter aussi haut » , racontait à l’Agence France-Presse (AFP), fin avril, l’Austro-Philippin, lors de sa préparation au concours. Sa mission est largement accomplie.
La chanteuse israélienne Yuval Raphael a terminé à la deuxième place avec sa chanson New Day Will Rise (« Un jour nouveau se lèvera »). La jeune femme de 24 ans, qui a survécu à l’attaque perpétrée sur le sol israélien par le Hamas le 7 octobre 2023 en faisant la morte sous un tas de cadavres, a voulu lancer un message universel « d’espoir et de solidarité ».
Mais sa performance a été perturbée à plusieurs reprises. Pendant qu’elle chantait durant la finale, trois spectateurs ont tenté de passer les barrières pour monter sur scène. Ils ont été stoppés par la sécurité. Plusieurs centaines de personnes s’étaient aussi rassemblées en marge de cette finale dans la ville de Bâle pour dénoncer la participation d’Israël, en pleine offensive militaire israélienne sur la bande de Gaza. Un bref accrochage a opposé la police à des manifestants loin de la salle, selon l’AFP. Les forces de l’ordre ont fait usage de spray au poivre mais pas de canon à eau. Deux drapeaux, un israélien et un américain, ont été brûlés.
Louane, pour la France, était sélectionnée d’office pour la finale, sa chanson Maman , hommage à sa mère disparue, intensément interprétée avec une scénographie tout en retenue symbolisant le temps qui passe dans un sablier, avait laissé espérer une victoire. Le public ne lui a accordé que 50 points et elle n’en aura engrangé que 230 au total alors qu’elle était encore classée troisième après l’attribution des points par les jurys nationaux. La France, qui s’est imposée cinq fois, n’a pas remporté l’Eurovision depuis 1977, date de la victoire de Marie Myriam avec L’Oiseau et l’Enfant.
Les Finlandais de KAJ, qui concouraient pour la Suède, avaient, eux, fait le pari de l’humour avec un hommage au sauna. Donnés favoris depuis des mois par les bookmakers, ils ont fini quatrièmes avec 321 points.
L’Eurovision devrait donc avoir lieu l’année prochaine en Autriche. Mais le pays de 9,2 millions d’habitants a demandé à son service public de l’audiovisuel de se serrer la ceinture, rigueur budgétaire oblige.",culture,0
"Werenoi, rappeur numéro un des ventes d’albums en France en 2024, est mort à l’âge de 31 ans

Le rappeur Werenoi, champion des ventes d’albums en France depuis deux ans après une ascension fulgurante, est mort à l’âge de 31 ans. « Repose en paix mon frère » , a écrit samedi sur le réseau social X son producteur, connu sous le pseudonyme de Babs, confirmant des informations de presse signalant le décès du rappeur à l’hôpital, à Paris, après une détérioration soudaine de sa santé.
Les causes de sa mort n’ont pas été précisées. Pour sa dernière apparition médiatique mardi, dans une vidéo filmée pour la cérémonie des Flammes – des trophées dédiés au rap et ses courants –, Werenoi se montrait avec le bras en écharpe. « Je suis dégoûté, j’ai pas pu être là ce soir. Suite à une grosse blessure. Mais c’est que partie remise » , y affirmait-il. Il recevait alors la Flamme Spotify du meilleur album de l’année pour Pyramide 2 , son troisième disque, sorti en octobre 2024.
Jérémy Bana Owona, à l’état civil, a connu une carrière de météore, en s’imposant comme l’artiste ayant vendu le plus d’albums en France deux années de suite, selon les chiffres du Syndicat national de l’édition phonographique (SNEP). Si, malgré ce succès immense, il est assez méconnu en dehors des amateurs de rap, c’est qu’il a cultivé une très grande discrétion médiatique.
Werenoi a revendiqué un goût pour la modestie, la réserve et le travail, qui lui aurait été inculqué par sa famille camerounaise. Etre l’artiste qui vend le plus, expliquait-il au Parisien en janvier 2024, « c’est quand même une surprise, mais cela veut dire qu’on a fait du bon travail » . « On ne l’a pas fêté. Il faut garder la tête sur les épaules, dans la vie en général. C’est l’éducation que j’ai reçue » , ajoutait-il. « Le succès est arrivé vite, c’est vrai. C’est dû, je pense, à beaucoup de travail. Je passe quasiment ma vie en studio » , confiait-il encore.
Werenoi s’affichait avec une expression neutre et des lunettes de soleil. L’expression de ses émotions était réservée au public de ses concerts. « Je préfère garder ma vie privée pour moi. A trop parler, tu peux dire ce que tu n’as pas envie de dire. Je préfère le mystère. J’en dis assez sur moi dans mes textes » , lâchait-il.
« La scène rap perd l’un de ses talents » , a affirmé dans un communiqué la ministre de la culture, Rachida Dati, saluant sa « discrétion (…) à l’heure de la surexposition » . « A travers ses textes, Werenoi racontait la rue, la fierté, les douleurs, les espoirs aussi – ceux d’une jeunesse souvent stigmatisée mais qui ne renonce pas. Il portait haut les couleurs de sa ville » , a écrit sur Instagram le maire de Montreuil (Seine-Saint-Denis), Patrice Bessac.
Ne s’étant jamais éloigné de cette ville, il avait évoqué dans le journal municipal ses influences à l’occasion du Festival des cultures urbaines 2024. « Je me suis inspiré du rap français en général. C’est une passion pour moi depuis que je suis tout jeune » , disait-il, citant ses débuts sur une scène libre, Café la Pêche.
Werenoi prétendait tout révéler dans ses disques. Diamant noir, son quatrième album, sorti en avril, commençait par cette confidence dans le titre Poney : « Je dois me vider le cœur, je dois remplir le cahier. »
La critique saluait son talent, entre rap agressif et mélodies entraînantes, pour les airs accrocheurs et le soin accordé à chaque chanson. « Un récital à la hauteur des espérances : à la fois bourré de spleen, de productions ultra-efficaces (par Barbe Noire ou Noxious) et de mélodies scotchées dans le cerveau » , écrivait la Fnac à l’occasion de la sortie de Diamant noir .
Pour RFI, son succès venait d’une capacité hors norme à satisfaire les goûts d’un vaste public dans le rap, pour devenir une « véritable machine à hit » . « Rien de révolutionnaire. Il reprend à sa manière les codes actuels, entrecoupant ses refrains mélodieux et entêtants de couplets nonchalants, sur des beats très bien produits » , estimait la radio.
Parmi les hommages des autres rappeurs, SCH a publié une photo de Werenoi sur Instagram, avec pour seul commentaire une colombe.",culture,0
"Flammes 2024 : Tiakola rafle la mise avec quatre trophées, Shay et Aya Nakamura également récompensées

Il a brillé, mais pas seulement par son absence. Tiakola a remporté, dans la nuit de mardi 13 mai à mercredi 14 mai, quatre trophées, dont celui de l’artiste masculin de l’année, aux Flammes, cérémonie du rap et ses courants.
Favori de cette troisième édition, celui qui est surnommé « le Rossignol de La Courneuve » – ville de Seine-Saint-Denis dont il est originaire – a été désigné artiste masculin de l’année et a été notamment récompensé pour le meilleur album nouvelle pop grâce à BDLM Vol.1 , qui contient les cartons Pona Nini et Manon B .
Mais le public n’a pas pu entendre cet ancien membre de 4 Keus. « Je suis en studio, j’ai pas pu être là, désolé » , s’est excusé dans un message vidéo l’artiste de 25 ans, dont les quatre trophées glanés lors de cette soirée s’ajoutent à ceux déjà remportés lors des autres éditions de cette cérémonie.
La Flamme de l’artiste féminine est revenue à la rappeuse belge Shay et son univers double face : chaud et lancinant d’un côté, abrasif et percutant de l’autre. En trois albums – Jolie garce , Antidote et Pourvu qu’il pleuve – et des shows millimétrés, la Bruxelloise a imposé son rap hardcore. La Flamme de la révélation scénique de l’année lui a aussi été décernée.
« Je reçois ce prix avec beaucoup d’émotions et de reconnaissance, car je travaille dur pour que ma voix de femme reste entendue » , a-t-elle déclaré, ajoutant penser aux femmes « au Congo, en Palestine et ailleurs, qui luttent non pas pour se faire entendre mais juste pour survivre » .
Reine des Flammes lors de deux précédentes éditions, Aya Nakamura, l’une des artistes francophones les plus écoutées dans le monde et qui avait participé à la cérémonie d’ouverture des Jeux de Paris, a reçu un trophée pour son rayonnement international.
Parmi les autres lauréats : Booba et SDM pour leur succès Dolce Camara , Kaaris pour son concert anniversaire, ou encore le chanteur franco-haïtien Joé Dwèt Filé qui cartonne avec 4 Kampé .
Au rang des révélation s, Théodora , phénomène qui a explosé avec Kongolese sous BBL , a été distinguée, tout comme La Mano 1.9, jeune rappeur programmé dans les festivals estivaux. Pièce maîtresse de l’émergence des scènes françaises rap et électro, DJ Mehdi – mort accidentellement à 34 ans en 2011 – a reçu, à titre posthume, la Flamme éternelle, que sa mère est venue chercher sur scène.
« Ce soir nous honorons ceux qui font l’apogée de nos cultures » alors « célébrons le feu sacré de nos musiques » , avait lancé, en préambule, l’un des deux maîtres de cérémonie, Nordine Ganso.
Nées en réaction aux Victoires de la musique – régulièrement décriées pour le manque de représentativité de la sphère du hip-hop dans leur palmarès –, les Flammes visaient plus grand en s’installant à La Seine musicale, près de Paris, et en s’ouvrant au public. L’événement, qui a le leader du streaming Spotify pour partenaire, accède ainsi à une demande des fans, désireux d’accéder à cette soirée où défilent les stars francophones d’un genre musical qui écrase la concurrence en streaming et s’impose jusqu’au Stade de France (à l’image de Jul et Ninho au début de mai).
L’enchaînement des remises de prix – pour une vingtaine de catégories – et des prestations live a permis d’éviter les longs discours. La Flamme de l’engagement social a été remise à un collectif qui a réuni des rappeurs pour un concert caritatif à Paris en mai 2024, afin de dénoncer la situation humanitaire dans la bande de Gaza.
« Les Congolais sont mes sœurs et sont mes frères » , a lancé, de son côté, le chanteur Corneille, demandant « d’essayer de résister » avec l’amour. L’artiste a des origines rwandaises, pays avec lequel la République démocratique du Congo entretient de fortes tensions.
Des hommages ont également été rendus à Aboubakar Cissé, jeune Malien tué à coups de couteau dans une mosquée du Gard.",culture,0
"« Watch You Burn », l’art brûlot de Mathias Kiss

Un rideau blanc sépare un petit salon de l’atelier lui-même, « mais il reste toujours ouvert, je n’ai aucun problème à ce qu’on voie le travail à l’œuvre ». Mathias Kiss est l’un de ces artistes qui ouvre volontiers les portes de son espace de création, un atelier-maison fait d’escaliers et de demi-niveaux. Cette fois, c’est le sous-sol que le quinquagénaire a repeint de blanc et investi pour sa dernière installation : il y présente un ensemble « très personnel » de pièces déjà réalisées et de créations in situ, conçu comme un tableau des vanités aux accents dystopiques. Au pied des marches, un soleil de feu irradie sur une mer de miroirs pixellisés, « évocation d’un monde qui brûle pendant que l’on se contemple », éclaire l’artiste.
En face, le visiteur se mire dans les flammes d’une psyché-paravent siglée des mots « Watch You Burn » (« regardez-vous brûler »), qui donnent son titre à l’exposition. Dans cet abri où gronde une bande-son signée par Nicolas Godin, du groupe français Air, le futur semble moins radieux que sur les fresques de ciels qui sont l’une des signatures de Mathias Kiss. Mais c’est oublier le goût du peintre pour le détournement, qui fait voisiner un QR code géant (son certificat vaccinal hérité de la période Covid-19) avec un tableau déstructuré s’échappant du mur, manière de sortir, encore et toujours, du cadre.",culture,0
"La Soupe aux choux : plus de 40 après, le film avec Louis de Funès et Jean Carmet, va avoir droit à sa suite - midilibre.fr




Une suite de La Soupe aux Choux serait en préparation, 44 ans après la sortie du film culte de Jean Girault.
« Elle sent bon cette soupe, hein la Denrée ? » . Aussi incroyable que cela puisse paraître, le film La Soupe aux choux va avoir droit à sa suite, 44 ans plus tard.
C’est Sébastien Fechner, réalisateur de La Dream Team , Le Jardinier entre autres , qui sera chargé du long-métrage. Il est notamment le neveu du producteur de comédies, Christian Fechner qui avait produit le film.
« Nous allons nous attaquer, avec une très lourde responsabilité, à un monument du cinéma français et de la comédie, La Soupe aux Choux , dont nous développons une suite. Je ne suis pas encore en mesure de préciser nos partenaires ou les talents avec lesquels nous allons travailler, mais l’intérêt est là », a annoncé Sébastien Fechner lors du déjeuner du Film français cette semaine.
La Soupe aux choux, film de science-fiction réalisé par Jean Girault et sorti en 1981, raconte l’histoire de deux paysans septuagénaires. Le Glaude (Louis de Funès) et Le Bombé (Jean Carmet) dont le quotidien est rythmé par le « pinard » et les pets, vivent à l’écart du monde dans la campagne auvergnate.
Un soir Oxo l’extraterrestre (Jacques Villeret) dit La Denrée, leur rend visite dans sa soucoupe après avoir entendu leurs flatulences qu’il a prises comme une invitation. Il demande alors aux deux compères de goûter la fameuse soupe aux choux. S’ensuit alors une aventure aussi drôle que mélancolique : «  La soupe aux choux mon Blaise ça parfume jusqu’au trognon ».
Le film, qui a comptabilisé près de 3 millions d’entrées à sa sortie, mêle l’humour, l’absurde et la tendresse pour raconter une réalité sociale : la disparition des terroirs.
J'ai déjà un compte
Je n'ai pas de compte
Vous souhaitez suivre ce fil de discussion ?
Souhaitez-vous recevoir une notification lors de la réponse d’un(e) internaute à votre commentaire ?
Hé bé, je n'ai pas tenu plus de 5 mn devant le premier, je ne sais pas combien je vais tenir pour le prochain. Déjà que les grimaces surfaites de de Funès m'insupportaient, on touchait le fond... J'aime la daube, mais pas au cinéma.
Ce genre de film a surtout le droit de ne pas avoir de suite. Et c'est d'ailleurs la position de son producteur et de son réalisateur, décédés à ce jour. Qu'un héritier en errance veuille profiter de la notoriété du film de son père pour faire de l'argent sur une daube est à la fois une indécence et une escroquerie.
Si c'est pour faire une suite à la soupe « woke » non merci, y a des classiques du cinéma qu'on ne touche pas, plusieurs ont essayés et a chaque fois ça était une catastrophe. C'est comme de refaire un remake du gendarme de Saint-Tropez, ou de la Grande Vadrouille, c'est intouchable.",culture,0
"« Si je fais de la musique, c’est parce que j’ai pas trouvé l’amour » : le rappeur Sofian La Légende dévoile son premier album « Zdraaa » - midilibre.fr




Entre références manga, amour introuvable et rêves de scène, Sofian la Légende vient de sortir « Zdraaa », un mini-album de vingt minutes à son image : décalé, touchant et résolument nîmois.
Nîmes, rue Fresque. C’est ici que vit Sofian, alias Sofian La Légende, un nom de scène tombé d’un compliment fait par un pote d’enfance. En avril dernier, le rappeur originaire du Vaucluse, Nîmois depuis 8 ans, sortait son premier album, « un mini-album » , intitulé… Zdraaa . Sept titres, vingt minutes. Un éclair. Comme il le dit lui-même : « On ne sait pas ce que c’est, mais ça claque. »
L’histoire commence loin de toute prédestination musicale. « Chez moi, on faisait pas de musique » , raconte-t-il. Et pourtant, un jour, un pote l’entraîne à un concert à l’Akwaba (Vaucluse). Le déclic. « Je voulais pas chanter, je voulais être sur scène. » L’adrénaline avant la technique.
De là, il explore, découvre Le Klub des Loosers, s’ouvre à d’autres sons, forge son personnage entre introspection et inspiration. Un héros de manga l’inspire, Ichigo de Bleach. « J’adopte dans la vie réelle les comportements de certains héros. J’ai toujours été un peu décalé dans la vie, Ichigo l’est aussi » , confie-t-il tout sourire.
Puis vient la consécration. Le 21 avril 2025. « J’ai conçu mon album comme un manga » . Un projet pensé comme un arc narratif, avec sa transformation personnelle en toile de fond. « Quand tu démarres un projet musical, t’as envie de changer de vie » , confie Sofian. Un chemin initiatique, condensé en sept morceaux sélectionnés parmi 150 maquettes, tous validés par un rituel quasi sacré : « J’aime faire écouter mes différents projets et je regarde la gueule des gens pour savoir si le morceau plaît ou non. »
L’album, il le veut comme un uppercut. Court, intense, sans fioritures. De l’enregistrement au mastering, l’opus a vu le jour entre mai et septembre, « entre deux ferias » , et s’est achevé dans une période marquée par un événement personnel douloureux. « Le 15 septembre, le mastering est terminé. Le soir même, ma grand-mère décède. » La vie, la musique, la mémoire, tout se mélange dans Zdraaa . « Un mot qui claque, un éclair. Toutes les pop stars ont un éclair. Bowie, ACDC… et maintenant, moi aussi. »
Sofian fonctionne à l’instinct. Il croit aux endroits où « il va se passer un truc » . Parfois ça rate, parfois pas. L’un de ses rêves ? Manger dans la salle de concert Le Bikini à Toulouse, où la légende raconte que le directeur cuisine le canard comme personne. Il ironise : « Mon but ultime, c’est pas les Victoires de la musique. C’est manger ce canard. » Le ton est donné : l’authenticité avant tout. Même dans la musique, il garde ce cap. « Si je fais de la musique, c’est parce que j’ai pas trouvé l’amour. Si je trouve, j’arrête. »
Depuis ses débuts en 2018 où il devient lauréat de La Bourse des jeunes talents et aujourd’hui, Sofian est devenu le gars qu’il voulait être. Une évolution qui passe par le sport, l’introspection, mais aussi un rapport très fort à son entourage. « Je fonctionne en équipe. Si les gens ne sont pas contents, je sors rien. » Ce collectif nîmois, il en parle avec une fierté tranquille : Kevin Brunner aux clips, Isabella Benard à l’illustration, Julien Duperon au mix, Grégoire Hody au mastering… « Ce sont eux aussi des légendes ».
Sofian voit loin, mais les pieds bien sur le pavé nîmois. D’ailleurs, il a fait une promesse à Noé, lauréate 2025 de la Bourse des jeunes talents : jouer ensemble aux arènes en 2026. Le décor est planté. Et dans 5 ans ? « J’espère avoir trouvé l’amour, faire des barbecues… Mais si je suis sur la scène des arènes dans un an, dans 5 ans je peux être loin ! » Il rêve de pouvoir créer son propre manga, de tournées un peu partout en France, et surtout… qu’on lui laisse l’addition au resto. « Là, je saurai que j’ai percé ».
J'ai déjà un compte
Je n'ai pas de compte
Souhaitez-vous recevoir une notification lors de la réponse d’un(e) internaute à votre commentaire ?",culture,0
"« Il a mené une résistance intellectuelle » : à Sète, un hommage puissant aux dernières années et aux ultimes combats de Paul Valéry - midilibre.fr




L’exposition « Paul Valéry au crépuscule, 1939-1945 » est visible au musée Paul-Valéry jusqu’au 5 octobre.
N’a-t-il pas de lieu plus à même de rendre hommage à Paul Valéry, à l’occasion des 80 ans de sa disparition (20 juillet 1945), que le musée sétois qui porte son nom ? Jusqu’au 5 octobre, une exposition, constituée d’une cinquantaine de pièces (livres, lettres, tableaux, archives audiovisuelles…) provenant en majorité du fonds du musée, s’intéresse à l’écrivain à la fin de sa vie, entre 1939 et 1945.
Des années « crépusculaires assombries par la guerre durant lesquelles, déjà âgé, il était malade, affaibli , indique Stéphane Tarroux, le directeur du musée Paul-Valéry. M ais c’est aussi une période où il ne perd rien de son acuité et où il va beaucoup publier. Il a un regain d’énergie, de créativité ».
Une créativité artistique mise en lumière dans l’exposition qui prend place dans la salle consacrée à l’écrivain, dont la muséographie a été entièrement repensée pour l’occasion. Une des cinq sections de l’exposition fait ainsi découvrir les derniers livres de Valéry, entre texte et image.
Car en plus des mots, le poète s’illustre dès les années 20 par ses dessins et gravures. La réédition de son texte iconique Une soirée avec Monsieur Teste s’accompagne ici de ses illustrations. « Nous avons la chance d’avoir les carnets de croquis qu’il a réalisés en amont », indique Stéphane Tarroux.
« Il a mené une résistance intellectuelle et morale à l’égard du régime »
Du fonds du musée ont aussi été extraites des lettres entre l’écrivain et ses enfants, traduisant ses inquiétudes pour ses proches ou encore sa désolation devant la capitulation française. Dès 1939, le poète « démontre son indépendance d’esprit » en offrant un discours « nuancé » distinguant le peuple allemand des nazis ou encore en 1944 en déclamant, à l’Académie française, un hommage à Bergson. « Il a mené une résistance intellectuelle et morale à l’égard du régime », avance Stéphane Tarroux.
C’est d’ailleurs à un hommage national, décrété par De Gaulle, qu’il a droit à sa mort. Après Paris, une cérémonie se tient à Sète. Paul-Valéry au crépuscule présente d’ailleurs des documents issus des archives municipales qui montrent la composition du cortège jusqu’au cimetière Saint-Charles, l’ancien nom du cimetière marin où Valéry est enterré, ou encore le discours du maire de l’époque, Pierre Arraut.
Au mur, un tableau signé Gabriel Couderc, conservateur du musée municipal à cette époque, dépeint ses obsèques sétoises. De quoi dresser un panorama complet des dernières années de cet écrivain si… singulier.
101000 €
Univers viager vous propose une en exclusiivitÉ une vente en viager occupÉ [...]
140000 €
Appartement de type 2 de 44 m², en centre ville au 3 ème étage avec ascense[...]
J'ai déjà un compte
Je n'ai pas de compte
Vous souhaitez suivre ce fil de discussion ?
Souhaitez-vous recevoir une notification lors de la réponse d’un(e) internaute à votre commentaire ?
Mes grands-parents avaient parfois croisé ce grand Monsieur qu'était Paul Valéry. Esprit brillant qui « aurait  aimé naître  dans un de ces lieux où il aurait  aimé de naître ». Dommage qu'aujourd'hui les belles lettres disparaissent à cause  du smartphone 5 heures/jour. Est-ce qu'une photo envoyée en guise de phrase peut vraiment remplacer un  véritable échange  ?",culture,0
"Pour la Nuit Européenne des musées à Lunel, Ambrussum et Médard organisent des visites inédites - midilibre.fr




Ce samedi 17 mai à partir de 18 h, c’est la 21e édition de la Nuit européenne des musées à Lunel. L’occasion de (re) découvrir gratuitement les collections d’Ambrussum et de Médard.
Comme plus de 3 000 musées en France et en Europe, les musées lunellois participent à la Nuit Européenne des musées ce samedi 17 mai. Cette opération nationale, impulsée par le ministère de la Culture, vise à rendre accessible à tous les œuvres des musées.
À cette occasion, le musée archéologique Ambrussum a choisi de s’intéresser à la thématique du textile et du vêtement dans l’Antiquité. Des visites guidées thématiques inédites seront dispensées à 18 h et 19 h. Elles permettront aux visiteurs de découvrir différents objets de l’artisanat textile mais aussi de comprendre la rareté des découvertes archéologiques liées à cette thématique.
Le reste de la soirée sera consacré à des animations en autonomie. De 18 h à 21 h, un comptoir à vêtements gallo-romains permettra aux visiteurs d’essayer des vêtements comme à l’époque. « On va même mettre en place un photobooth (cabine pour se prendre en photo, NDLR) pour que chacun garde un souvenir de cette soirée », explique Manon Le Vannier, médiatrice du patrimoine. Un second stand proposera démonstrations et initiations au filage de la laine. « Les plus jeunes pourront participer à des ateliers pour tisser des bracelets. » Les visiteurs pourront aussi découvrir les plantes qui servaient autrefois à teindre les textiles. Des quiz, jeux et devinettes ponctueront également la soirée.
Pour la 3e année consécutive, Lunel accueille quelques événements de la Comédie du livre. Ce festival annuel dédié à la littérature est installé tous les ans à Montpellier depuis 1986. Il prévoit dix jours d’animations dont deux dans la Cité Pescalune. Le programme débute dès 19 h vendredi 16 mai avec une rencontre avec l’auteur David Ducreux Sincey à la librairie AB (26 place Fruiterie). Il présentera « La Loi du moins fort », son premier ouvrage. Samedi 17 mai, de 10 h à 12 h, la Médiathèque de Lunel Agglo organise des ateliers d’écriture avec l’autrice, poétesse et dramaturge Mariette Navarro. Pour participer, pensez à réserver au 04 67 99 06 51. Enfin, l’Espace Castel accueillera ce même jour à 11 h, un spectacle tout public dès 8 ans. Inspiré de la bande dessinée d’Amélie Négret et Joris Chamblain, « Les Carnets de Cerise » associe théâtre, musique et vidéo dans une œuvre belle et universelle. C’est un récit initiatique qui pose la question de la résilience après la perte d’un être cher. Entrée libre sans réservation.
Du côté du musée Médard, le programme est chargé aussi. La Nuit européenne des musées sera placée sous le signe floral pour coller à l’exposition en cours « Le langage des fleurs ». À partir de 16 h, un médiateur proposera des visites flash . En 20 minutes, il guide les visiteurs autour des œuvres phares, notamment la pièce maîtresse de Claude Monnet, « Le jardin de l’artiste à Giverny » (16 h à 20 h 30). Une séance exceptionnelle aura lieu à 20 h avec l’artiste plasticien et décorateur Sébastien Simon autour de ses créations exposées.
L’association des Amis du musée et du fonds Médard orchestrera aussi des visites flash autour des reliures d’art inaugurées mercredi 14 mai à l’occasion du 6e Prix international de la reliure (17 h à 19 h 30).
Les 71 œuvres du 6e prix international de la reliure seront visibles au musée Médard. Midi Libre - Laurie Baud
Il y en aura aussi pour les familles avec le projet Rési’danse, une œuvre vivante et dansée créée par les élèves de l’école Henri de Bornier (17 h à 21 h). Le parcours d’énigmes « Code Monet », un jeu de piste dès 7 ans, sera également mis en place, tout comme des ateliers « bombes à graines », pour fabriquer des boules pleines de graines mellifères qui attirent les insectes pollinisateurs.
Enfin, la compagnie lunelloise La Boîte à malice donnera plusieurs représentations de son spectacle participatif et tout public Chimera Botanica (19 h 30, 20 h 30 et 21 h 30).
J'ai déjà un compte
Je n'ai pas de compte
Vous souhaitez suivre ce fil de discussion ?
Souhaitez-vous recevoir une notification lors de la réponse d’un(e) internaute à votre commentaire ?
Très belle photo d'illustration, Machallah Machallah :)",culture,0
"Des oiseaux et des rêves confrontés dans un spectacle poétique à Alès - midilibre.fr




Jusqu’à ce mercredi à Alès, le spectacle de Petr Forman, « La conférence des oiseaux », exploite l’univers d’un conte iranien sous un chapiteau, place de Belgique.
Le vaste chapiteau érigé sur la place de Belgique, à Alès, accueille jusqu’à ce mercredi, l’étonnant spectacle conçu par Petr Forman, « La conférence des oiseaux » inspiré des contes du mystique persan Farid al-Din Attar. À travers une série de formules théâtrales, le metteur en scène y décline les paramètres d’une réflexion ancestrale, philosophique et spirituelle, où l’on se demande ce qu’il en est… après la mort.
La mise en scène use avec habileté des dispositifs numériques contemporains, avec quelques effets de miroir et de laser ondoyant, qui collaborent avec les aventures de cette volée d’oiseaux dans leur quête d’un monde meilleur, après leur passage dans la vallée de la mort. Tout cela rejoint les croyances de la plupart des religions qui s’imaginent un après, constellé de bonheur. Pour l’instant pas de réponse ! Le spectacle, quant à lui demeure poétique, quelquefois un peu trop répétitif et long, au point d’en éroder ses vertus. Petr Forman a fait des choix artistiques qui lui sont propres. Dont acte.
J'ai déjà un compte
Je n'ai pas de compte
Souhaitez-vous recevoir une notification lors de la réponse d’un(e) internaute à votre commentaire ?",culture,0
